,Avaliações
0,"O melhor restaurante da cidade, pelo menos no que à qualidade da comida diz respeito. Já lá estive 4 vezes e a satisfação foi total em todas elas. Secretos com migas, sopas de cação, cozido de grão, tudo muito agradável e saboroso. As sobremesas (sericaia,...
"
1,"pudim...) também são muito boas. O atendimento connosco sempre fui eficaz e com muita simpatia. Voltaremos mais vezes, sempre que passarmos por Beja com tempo e apetite para uma refeição.
"
2,"Mais
"
3,"Comida de qualidade, tipicamente alentejana, num ambiente familiar. Proprietária bastante simpática e atenciosa. Preços em conta.
"
4,"Em primeiro começo pela simpatia ao reservar mesa, a chegada que não era bem a rua, voltei a ligar e a senhora até eu chegar esteve comigo ao telefone a dar me indicações. Sentamo-nos a mesa reservada trouxe a carta perguntou sobre as entradas e...
"
5,"couvet, um pão muito bom e as excelentes azeitonas, escolhemos Sopas de Cação e Cozido de Grão. Tudo TOP....
As sopas de cação no ponto com aquele cremosidade e o aroma brutal a coentros, o peixe no ponto. O cozido de grão, brutal sem palavras....falar deste prato é só indo e provar......muito bom. Tive o prazer de dar os parabéns a senhora da sala e ao Chef da cozinha.
Muito obrigado por fazerem gastronomia de verdade.....
"
6,"Adorei tudo neste restaurante/casa de pasto. Desde a comida regional deliciosa (aquela sopa de cação é simplesmente deliciosa!) ao atendimento (os donos muito simpáticos e atenciosos). Estive 5 dias em Beja e este foi o único restaurante que repeti! E quando regressar a esta cidade,...
"
7,"este restaurante será paragem obrigatória!
"
8,"Espaco pequeno, mas acolhedor. Staff simpaticos e disponiveis. 
Entrada boa, tipica alentejana. Prato principal com dose a mais de sal.
"
9,"Ótima comida e atendimento tanto para nós como para o nosso filho. Preços justos para a qualidade. Muita simpatia, voltaremos certamente. 

Obrigado
"
10,"Comida saborosa, regional e sem pretensões. Ele na cozinha, ela no atendimento. Profissionalismo e qualidade dis pratos. A não perder em Beja
"
11,"Parámos em Beja em trabalho, almoço rápido, o cozido de grão e o arroz de polvo (pratos do dia) estavam divinais.
De comer e chorar por mais!
Staff super atencioso, serviço rápido, e preços super acessíveis.
Voltarei novamente de certeza!
"
12,"Restaurante no centro da cidade com anfitriões simpáticos. A Sra Tânia fez-nos sentir em casa. Sopa de cação estava divinal. Boa seleção de vinhos. A visitar de novo sem dúvida.
"
13,"Restaurante simples, mas com uma comida com um sabor maravilhoso. Atendimento : super simpáticos .
O ano passado comi umas migas maravilhosas este ano fui para sopa de cação e cozido de grão... tudo com tanto sabor.... delicioso 
As sobremesas nem se fala.... aquece a...
"
14,"alma. 
Parabéns à equipa.
"
15,"Um atendimento de excelência, sempre com simpatia e todo o cuidado. Comida honesta, com sabores genuínos, como os donos deste restaurante. Já somos clientes há alguns meses e não desiludem! Para quem procura verdadeira cozinha alentejana, é visita obrigatória em Beja!
"
16,"Adorámos o restaurante. Tudo muito limpo, a comida deliciosa, o atendimento 5 estrelas! Nem falo das sobremesas, que são divinais. Recomendo.
"
17,"Ao passar por Beja, viemos ""googlar"" e demos conta deste restaurante com boas indicações.

Gostei muito, penso que quem nos serviu foram os donos, pessoas amistosas e profissionais.

Adorei as Migas... Arrisco-me a dizer que das melhores que já comi. 

5 estrelas.

Esperámos um bocado...
"
18,"Trata-se de um restaurante simples mas com uma comida caseira e especialmente bem confeccionada! 
Funcionária muito delicada e eficiente.
De entrada experimentamos um maravilhoso queijo fresco de cabra e um queijo gratinado com azeite e oregãos.
Depois uma sopa de cação , aveludada, de sabor...
"
19,"Muito bom. .....Surpreendentemente
Casa simples com comida muito bem confecionada e artigos de qualidade.
"
20,"Comida tradicional do melhor. Porco preto grelhado, migas, tomatada, etc etc. Muito bom. Serviço fantástico e acolhedor. Muito boa relação qualidade/preço.
"
21,"Muito bom serviço , boa cozinha e ambiente muito agradável grande simpatia para com os clientes recomendo uma visita.
"
22,"Para além do prato que estava simplesmente divinal, tenho a agradecer a simpatia de quem trabalha no espaço! Pessoas bastante afáveis, com o claro objetivo de deixar clientes satisfeitos.
Muito obrigado, estou desejoso de regressar!
"
23,"De regresso a casa, feliz acaso encontrar este belo restaurante.....
o churrasquinho de porco preto uma delicia
"
24,"Fantástico em tudo. A comida, a simpatia, o espaço... Sempre que voltar a Beja voltarei a este restaurante também.
"
25,"Migas de coentros fantásticas!!! Simpatia e cuidado fenomenal em tempos de covid. Próxima paragem em Beja, voltamos!!
"
26,"Atendimento simpático.Comida feita na hora e bem confeccionada. Doses generosas.Tem meias doses que são igualmente generosas.Preço agradável.
O espaço é um pouco frio e a precisar dalguma atenção para o tornar mais acolhedor.Merece esse esforço.
É para voltar
"
27,"Comida caseira muito saborosa e a preços muito acessíveis! Simpatia no atendimento. Recomendo vivamente!
"
28,"É impossivel nao gostar dos pratos do tem havondo, caseiros e bem confecionados. Relevancia especial para as migas e porco iberico. Staff simpatico. Voltaremos
"
29,"O serviço muito simpático e caseiro, ambiente agradável e refeições muito boas e com boa apresentação mas acho que podiam reduzir um bocadinho as doses.
"
