,Avaliações
0,"Jantar delicioso desde as entradas as sobremesas . Tudo feito com muito amor e produtos de qualidade , sem dúvida grandes profissionais.
"
1,"divinal,....... chefe excelente , staff top, ambiente e musica À altura. 
 Experiencia gastronómica  excelente,  com vinhos a altura e comida incorporada num toque simplesmente de categoria ,sem duvida muito boa, a voltar certamente.
"
2,"Sala ampla e de enorme bom gosto.

Carta a privilegiar o que a Herdade oferece e com pratos muito bem apresentados e plenos de sabor.

Os vinhos da Herdade são excelentes e, embora existam outras possibilidades, acompanham na perfeição quase tudo o que se possa...
"
3,"imaginar.

Serviço amigável, muito simpático e com um apoio sólido no aconselhamento das harmonizações vínicas.

Um hotel como este só podia merecer um restaurante assim...
"
4,"Mais
"
5,"Os vinhos por si só já são uma ótima experiência.  Agora almoçar na Molhadinha é ainda melhor.  Com consultoria do competente chef Joachim Koerper serviço e menu de excelência. Não deixe de provar o azeite produzido ali mesmo.
"
6,"O restaurante é incrível. o ambiente é muito gostoso, com vista para os jardins e instalações da vinícola. Os garçons extremamente gentis e atenciosos. A comida é diferenciada. Tudo muito bem elaborado, fresco e delicioso. Sem contar que é majoritariamente orgânico. Comi uma posta de...
"
7,"bacalhau que estava simplesmente divida e certamente foi o melhor prato de bacalhau que já comi na vida (e olha que experimentei muitos por ai...). Os vinhos então, um caso a parte! Eles recomendam os vinhos que melhor combinam com cada prato em taça, então fica a combinação perfeita, ao invés de ter que pedir uma garrafa inteira que nem sempre atende ao gosto de todos os presentes. Recomendo fortemente.
"
8,"Restaurante sofisticado, comida boa mas nada espetacular, porções muito pequenas. Os vinhos da Malhadinha Nova são excelentes. Preço muito elevado. Valeu como experiência depois de ter visitado a vinícola.
"
9,"Uma experiência gastronômica única. O local é muito agradável o ambiente descontraído... comida é uma experiência única e muito agradável e saborosa
"
10,"Excelente restaurante dentro de uma herdade linda com uma maravilhosa adega.
Finalmente conheci a herdade  e adega dos meus vinhos favoritos.
O jantar estava maravilhoso.
O atendimento fantástico
"
11,"o restaurante estava cheio, mas mesmo assim o menu de 6 pratos de degustamos correu no ritmo certo.
pratos apelativos e bem confecion ados e apresentados.
"
12,"Como parte da minha estadia visitei o restaurante e não desiludiu,ambiente e decoração no ponto,serviço excecional com staff muito bem treinado,vinho de excelente qualidade e comida de deixar água na boca!!
Jantar a dois fantástico,e a atenção de nos transportarem do hotel ao restaurante foi...
"
13,"apreciado!
"
14,"Ja conhecia os vinhos mas não sabia da culinaria desse lugar. Atendimento otimo, lugar agradavel  e com
harmonia de vinhos muito bons.
"
15,"O restaurante é de fato muito bonito. No entanto, os preços são altos e não compensam. Pedi um duo de porco preto e o prato mais parecia infantil, de tão pequeno. Isso por 24 euros o prato. O alentejo é caracterizado por comida boa e...
"
16,"Infelizmente foi muito triste só éramos nós no restaurante o preço alto e a comida a desejar. Pena,
pois o lugar é bonito e o atendimento muito bom! Não vamos voltar! Já era a terceira vez que lá íamos!
"
17,"Em véspera de alguns de nós partirem para o Brasil, tentamos visitar uma adega no Alentejo, após uma passagem por Évora. 
A primeira foi na Herdade do Esporão e não resultou nem agradou. 
Sobrou antipatia das colaboradoras...
Na Malhadinha Nova, herdade mais pequena que a...
"
18,"Esperava muito mais deste espaço, em especial do restaurante.
A visita à quinta foi agradável, embora muito a ""correr"" e o mesmo aconteceu na visita à adega e prova de vinhos.
Quando chegou há hora de comprar vinhos, a oferta era muito exígua.
A refeição...
"
19,"Lugar muito bonito, próximo a Beja, no baixo Alentejo. Contratei um almoço para duas pessoas, com direito a degustação de 3 vinhos da produção própria (um branco, um rosé e um tinto) e uma visita guiada à propriedade (plantação das uvas e onde é feita...
"
20,"Há 5 anos que no fim das férias de verão no sul de Portugal vamos ao restaurante da Herdade da Malhadinha Nova. O espaço, sobretudo o espaço exterior, com cães, cavalos e galinhas e galinholas a bicar; a comida sempre de grande qualidade e muitas...
"
21,"A recepção da Pousada Convento em Beja altamente recomendado este restaurante - foi uma boa recomendação como nós provavelmente não teria descoberto por conta própria.

Primeiro, o ambiente. Quase o suficiente para dizer que era em uma vinícola - um ambiente tranquilo e agradável, com...
"
22,"paredes de vidro com vista para o jardim da adega e o jardim imediatamente do lado de fora, onde os pavões se alimentavam.

O serviço foi excelente - atencioso, pontual e eficaz. O couvert fora fresco dos rolos de forno, azeite, sal e manteiga. Nós tivemos três cursos. Uma entrada de cavala e caviar de planta de ovo, o lombo de vitela e bife de vitela e duas sobremesas - um figo eo outro um bolo de morango / amêndoa. Nós fomos alertados os desertos levaria até 15 minutos para preparar permitindo uma pausa agradável para desfrutar do nosso vinho. Todos foram excelentes - bem preparados, bem apresentados com excelentes sabores. Uma garrafa de seu bom vinho tinto encheu-a.

Note-se que este restaurante está na arena de refeições e que vem com um preço, mas para a qualidade dos pratos não está fora de sintonia com outro restaurante fino.

Após o almoço um do produtor de vinho deu-nos um tour da propriedade, explicou o seu processo de vinificação e ofertou três vinhos para degustação - bem feito.
"
