,Avaliações
0,"Decoração típica e com gosto. Vê-se que pertence ou pertenceu a um árbitro. Comida saborosa bem confecionada, ""á alentejana"". Staff simpático e profissional. A voltar.
"
1,"Experiência a não repetir. A qualidade da comida é fraca e o serviço mau. De 6 pessoas que estávamos à mesa, a comida de 2 delas chegou quando os restantes estavam a acabar de comer. Dois dos pratos eram de qualidade média mas os outros...
"
2,"eram má qualidade. Não vou repetir nem recomendo
"
3,"Mais
"
4,"Obrigado por o seu comentário felicidades
"
5,"Bom ambiente e excelente qualidade da alimentação. Muito boa confecção. Preços acessíveis, com o rendimento algo lento.
"
6,"Sopa de cação incrível e a mais saborosa de todas! Super bem servida! Gostámos muito! A repetir na próxima visita a Beja!
"
7,"Bem servido, doses generosas, bom atendimento, burrego TOP, bom vinho .... recomendo e quando voltar a Beja é local a voltar sem dúvidas.
"
8,"Certamente devo ter uma ideia mal formada do que é um a costeleta de novilho.
Uma das sugestões do dia era costeleta de novilho, bem, o que me serviram não correspondia ao que era sugestionado, ou seja, eram  duas costeletazinhas muito mal preparadas o que...
"
9,"não faz jus á classificação atribuída ao Restaurante o “Árbitro”, daí este mais que merecido cartão amarelo.
Lamento.
"
10,"As duas costeletinhas pesavao 600 gramas o senhor no fim da refeição disse que estava tudo bom boa sorte e saúde
"
11,"Bom. Refeições tipicamente regionais bem confeccionadas e tendo em conta preço/qualidade. Recomendo a carne de porco a alentejana e o doce da casa.
"
12,"Recomendo. Comida típica da região com boa relação qualidade/preço. A simpatia de quem lá trabalha também se descatou.
"
13,"Como muitos que ali passam o Arbitro não era a nossa 1° opção mas mal entrámos fomos muito bem recebidos num espaço acolhedor e pela ENORME simpatia de quem lá trabalha. Oferecem uma inúmera variedade de pratos tipicamente alentejanos e em quantidades extremamente generosas. Tive...
"
14,"a oportunidade de comer as deliciosas costeletas de borrego mas tudo tinha um aspeto divinal. É impossível nao sair satisfeito. O restaurante tem também a vantagem de estar bem localizado nos pontos turísticos da cidade de Beja, mesmo ao lado do castelo.
"
15,"Almoço de passagem, durante a semana. Não tínhamos reserva, então tivemos que esperar um pouco para sentar. 
Doses são bem servidas. O Sr. que nos atendeu foi esforçado e atencioso (dono). Comida típica satisfatória na relação qualidade-preço.
"
16,"Não foi a primeira escolha,mas o outro estava cheio, então fui ao árbitro. A comida estava boa carne alentejana para dois e secretos de porco para outros dois adultos e uma criança. Tudo bem, só não gostei foi dos secretos ter vindo primeiro com um...
"
17,"A senhora nao foi  sincera porque o diz agora devia ter dito na altura mas o ser humano e a sim mas obrigado e saúde
"
18,"Não era a primeira escolha e ainda bem que o restaurante a que ia estava cheio. Fomos recebidos com muita simpatia e com comida regional muito boa a um preço razoável com doses muito generosas. Recomendo vivamente.
"
19,"Sr. Carlos recebe com simpatia e proporciona comida caseira de elevada qualidade.
Boa variedade e preços em conta. Voltarei com certeza.
"
20,"Não conhecia este restaurante mas foi uma agradável surpresa. Comida caseira, doses abundantes e preço acessivel. A repetir
"
21,"Se há comida que faz jus à comida alentejana é a deste restaurante. O atendimento é como se tivesse em casa. Paragem obrigatória.
"
22,"É um restaurante simples mas a comida é muito saborosa. Os casal de proprietários são muito simpáticos e atenciosos...
"
23,"Foi um Restaurante de Topo, mas devido as conjunturas econômicas da Região, fico do passado a simpatia e a qualidade da alimentação.
"
24,"Sou da zona Norte (Famalicão). Este foi o 4º restaurante que almocei em Beja com a minha família . Até ao momento este restaurante é o único que recomendo vivamente todos os internautas a almoçar/jantar, tanto pelo sabor da comida como pela simpatia do atendimento...
"
25,"Muito bom, carne de porco alentejana.
Bom ambiente e a simpatia de quem nos serviu. Um local a visitar novamente.
"
26,"Pedi umas migas e estavam deliciosas! Adoro migas à alentejana mas como não gosto de carnes com muita gordura, costumo apenas comer o pão. As migas do arbitro destacaram-se por acompanhar as migas com uma deliciosa carne de lombo. Recomendo a quem quiser comer umas...
"
27,"Um espaço acolhedor, com comida muito bem confeccionada. São de realçar a sopa de cação e o borrego à pastora. O atendimento foi extremamente profissional com muita simpatia pela parte do staff.
"
28,"Restaurante de aspeto modesto, mas com comida saborosa e bem confecionada. Comemos carne de porco à alentejana e pezinhos de coentrada e estavam realmente muito bons. Recomendo!
"
