,Avaliações
0,"Em final de férias no Alrgarve, a caminho de Lisboa foi o único restaurante onde conseguimos atendimento. 
O meu filho teve de fazer teste covid e o funcionário foi impecável!
Esplanada cheia com fila de espera, conseguimos mesa no interior; ambiente agradável, staff profissional mas...
"
1,"pouco simpático para pessoas de fora que não estrangeiros...
Comida bem confeccionada, meias doses suficientes se não comer muito!
Gostaríamos de voltar para experimentar outros pratos.
"
2,"Mais
"
3,"Excelente atendimento e a comida é excelente amei e recomendo o marisco é excelente qualidade e o atendimento superior
"
4,"Excelente marisqueira no interior do Alentejo , com viveiro e marisco muito freco.
Boa relação qualidade preço atendimento muito bom.
Recomendo,  irei voltar seriamente
"
5,"Palavras pra quê...a foto da conta que paguei fala por si...atenção malta!!!!!
A conta é feita em função do que aparentas.....Meio quilo de Perceves mais caros que Lagosta? Só neste local...eu paguei porque não sou pessoa de levantar ondas...mas..prejuízos derivados do Covid???? Já dei involuntáriamente...
"
6,"o meu contributo para a recuperação deste local....tirem as elações que quiserem!
"
7,"Paragem para almoçar após regresso de espanha. Opção de esplanada e interior. Fomos sem marcação e num feriado e conseguimos lugar rapidamente. Optamos pelo terra e mar com bife de porco preto e camarão...estava espectacular! Sobremesas com delicioso aspecto
"
8,"As instalações são muito agradáveis e com uma boa esplanada de que infelizmente não podemos usufruir por estar cheia.
O acolhimento e simpatia dos colaboradores foi inexcedível à boa maneira alentejana.
O Naco de Novilho era excelente, bem confeccionado e quase se podia cortar com...
"
9,"um garfo. Fantástico realmente.
Os Percebes, cozidos na hora, eram grandes e muito saborosos.
A salada russa de entrada era óptima, carregada de camarões.
Os restantes pratos servidos eram também de boa qualidade e as sobremesas muito boas.
Tiveram ainda a simpatia de de oferecer uma ""dose"" extra de Jameson no fim da refeição e do café.
Local a revisitar, sem dúvida.
"
10,"Devo de admitir que quando cheguei não fiquei com grandes expectativas, mas era tudo muito bom, atendimento, comida, cerveja e um preço bastante aceitável!!
"
11,"Restaurante com uma boa e agradável esplanada, serviço simpático mas com falta de profissionalismo em alguns aspectos, como favorecer alguns clientes em detrimento de outros.
A confecção é irregular, sendo que em alguns pratos, chega mesmo a ser medíocre.
"
12,"Muito simpático. Excelente comida caseira. Boa relação preço qualidade. Boa pata negra e uma boa carta de vinhos para provar.
"
