,Avaliações
0,"Tanto as pizzas como as massas são divinais e os pratos são bem servidos. A massa das pizzas é fina e macia e o sabor é de crescer água na boca. Costuma estar cheio. Boa relação qualidade/preço. Recomendo.
"
1,"Número de telefone é o 284389146, este é o número para o qual pode encomendar comida e reservar mesas, obrigado
"
2,"A comida é muito boa e muito bem confeccionada mas o serviço é muito lento. Tinhamos reserva para às 13.30 chegamos 5 minutos antes e só fomos servidos as 14.30.  Até a sobremesa demoraram em servir. Estivemos 2 horas  no restaurante. É pena porque dada...
"
3,"esta situação não da vontade de voltar.
"
4,"Mais
"
5,"Tentamos ligar desde as 18 até 19 e mais , não sei para que querem um número de telefone se não atendem os telefones.
"
6,"Este restaurante tem empregados bons mas o chefe de sala é muito mau, Miguel mestre. Um dos empregados disse-nos as 21 horas que podíamos esperar e passado meia hora o chefe de sala veio nos dizer que a palavra do colega não servia de nada...
"
7,"e que a dele é que está certa! Apesar da comida ser razoavelmente boa o chefe de sala é mal educado e pouco profissional!
"
8,"Para quem gosta de pizza, é sem dúvida a melhor de beja.
Os panados e os grelhados também são muito bem confecionados.
Preços acessíveis
Excelente atendimento.
Mesmo em dias que está muita gente, o serviço é o mais rápido dentro dos possíveis
"
9,"Para quem gosta de pizza vale muito a pena, muita variedade e preços acessiveis!também resulta muito bem  o take away. Com k bom tempo esplanada muito agradável.
"
10,"Janto várias vezes neste restaurante e não tem perdido qualidade ao longo dos anos! 
Recomendo bastante
"
11,"Por um preço baixo (6-7€), é servida uma pizza de 25 cm de diâmetro, de boa qualidade e sabor. Recomendo pizza da casa
"
12,"Boa qualidade, muita quantidade e excelente preço. Doses enormes a preços baixos. A comida é boa. Ementa variada.
"
13,"Restaurante muito bom, sempre cheio por isso façam reserva. Doses generosas e o preço imbatível ! Os funcionários são muito simpáticos e o atendimento é rápido.
"
14,"Recomendo vivamente a visita. Pizzas de excelente qualidade e com preços muito acessíveis. Outros pratos para quem não quer comida italiana.
"
15,"Restaurante simpático. Doses bem servidas e qualidade da comida boa. Demora no atendimento. Boas sobremesas
"
16,"Para mim a Pizza ria Milano tem de facto as melhores pizzas da cidade e arredores a muito bom preço, o serviço resume-se a rápido. Sou cliente frequente e ainda não experimentei serviço dedicado, falta isso, a rapidez não é tudo, a simpatia dedicada é...
"
17,"Muito boa relação preço qualidade. Grande variedade de pisas e massas. Boa carne. Não vão conseguir acabar as doses
"
18,"Pratos bons, fartos e baratos. Meia porção (dose) dá perfeitamente para duas pessoas. Uma porção inteira (apenas 1 ou 1,5 euro a mais) dá para três pessoas!
"
19,"Comida divinal, atendimento atencioso e profissional. Melhor qualidade/ preço é impossível! A meia dose dá quase para duas pessoas! Restaurante mto acolhedor e uma decoração bonita, gostei! Sem dúvida o restaurante a visitar quando for a Beja novamente.  Obrigado
"
20,"Pizza e pratos realmente deliciosos, foi o primeiro lugar em que comi em Beja e amei! Comi uma lasanha a bolonhesa divinal e as pizzas então nem se fala!A pizza de camarão é mesmo uma delícia! Ah e não esquecer de pedir como entrada um...
"
21,"Óptimas pizzas! Também serve outras comidas, nomeadamente bifes. Preços totalmente ajustados. Está sempre cheio e nota-se que tem praticamente clientes locais, o que é sinal positivo.
"
22,"Pizzas deliciosas, aconselho a de salmão, mas para além disso tem umas saladas muitos boas, espaço interior e de esplanada, muito bom ambiente e serviço muito rápido e simpático.
"
23,"He pá o que tenha a dizer é que é muita bom. Desde a comida á forma de estar destes senhores nesta casa.. servir bem com preços fantasticos.. boa apresentação, bom serviço, ar condicionado ligado e uma esplanada fenomenal.. passei por cá a ceeca de...
"
24,"Tem as melhores pizzas, muito saborosas e bem recheadas!!! Os escalopes de frango grelhado são uma opção saudável e deliciosa. As massas e saladas são óptimas. As doses são muito bem servidas. Atendimento muito bom e funcionários simpáticos.
"
25,"Simpatia no atendimento, boa comida, com pratos maravilhosos que ultrapassam a ida a uma pizzaria para comer pizza ou massa, que aqui também são maravilhosos!
Não se consegue resistir a um ""Terra e Mar"" deliciosos com carne de porco preta saborosa e Gamba bem grelhada....
"
26,"Boas pizzas, muito rápido mesmo com o restaurante cheio. Staff muito simpático e acolhedor. Espaço simpático com uma boa esplanada para as noites de verão.
"
27,"Apesar de ser uma Pizzaria, a oferta vai muito mais além. Aconselho vivamente o bife na pedra... é fantástico e como sobremesa a panna cotta de mel e nozes. Top!!!
"
28,"Óptimo ambiente.
Excelente a qualidade da comida e a grande variedade.
Empregados extremamente atenciosos e com total disponibilidade.
Preços muito bons.
"
29,"Nesta pizzeria tudo o que awui se come é bom. Já sou cliente há vários anos e é impressionante a relação qualidade preço. Doses industriais a preços acessiveis. Staff super simpatico. Top mesmo
"
30,"Espaço agradável bem como staff simpático e prestável, as pizzas são uma das melhores que já comi, massa fininha e muito bem confeccionadas. Pelo que vi ao meu redor, outros pratos me fizeram água na boca. O esparguete à bolonhesa da minha filha estava muito...
"
31,"Pizzas variadas, pastas, saladas e até um belo Terra & Mar ou mesmo um Naco na Pedra.
Atendimento muito simpático mas devido à qualidade com preços acessiveis, está quase sempre lotada o que implica uns minutos de espera tudo se resolve.
Também serve para fora.
"
32,"Para uma pizzaria é bastante agradável pratos acessíveis. Espaço interior um pouco pequeno mas acolhedor e exterior um pouco apertado.
"
33,"As pizzas são muito grandes e os empregados são muito simpáticos mas em termos de sabor deixou muito a desejar.
"
34,"Para uma pizzeria é bastante agradavel prwcos acessíveis doces generosas. Espaco interior e exterior um pouco apertado.
"
35,"Reabriu no passado mês de Janeiro, com nova gerência, a melhor pizzaria de Beja,  quer pelo rápido e atento serviço, quer pela excelente cozinha, sendo de destacar, alem das saborosos pizzas, o prato de terra e mar (nacos de carne de porco preto gralhada com...
"
36,"Só tenho a dizer bem, em todos os aspectos, a comida é maravilhosa, as pizzas sao realmente de boa qualidade e quantidade. 
Mesmo com casa sempre cheia nunca demorou mais de 40 minutos a receber o pedido. Gosto do promenor de que os funcionario estejam...
"
37,"Excelente pizzaria, ótimas pizzas e bem saborosas ao toque de Itália. Pizzeiro ágil e rápido face as filas para uma noite de sábado. Deu para observar um grande trabalho e  eficiência de toda a equipa ao qual resultaram pizzas saborosas. Recomendamos e agradecidos da mesa...
"
38,"Muito bom, atendimento rápido, comida deliciosa e a um bom preço atenciosos no atendimento, recomenda-se pão de alho a casa
"
39,"pizaria com muito bom serviço, tanto no restaurante como no take away. Pizas excelentes em sabor e apresentação
"
40,"Cometi o erro de pedir massa com frutos do mar à casa, trouxeram-me um prato cheio de massa demasiado cozida, sensabor, com vários frutos do mar acabados de descongelar por cima e com um fio de azeite. Serviço péssimo, pedi várias vezes uma cerveja, tive...
"
41,"Das melhores casas de restauração de Beja. doses bem servidas, num custo bastante acessível. apenas um aspeto negativo - barulhento e muito ao despachar. mas recomendo pela qualidade da comida
"
42,"Bom atendimento, muito boa comida, bom preço. Dos meus restaurantes preferidos. Recomendo muito para quem quer qualidade, quantiade e bom preço
"
43,"Come-se bem a um preço económico. Pizzas e massas, mas também saladas, bifes, tem muito por onde escolher...
"
44,"Doses muito grandes e Pizzas muito saborosas e bem recheadas.Já vai precisando ser modernizado. Preço razoável
"
45,"A comida é muito boa,tanto as pizzas como as massas. Atendimento geralmente rápido. Boa relação qualidade preço.
"
46,"Só ha duas casas em Beja com boas pizzas.. 
A milano é a nossa escolha para um take away, uma vez que está sempre cheia.
"
47,"Fomos jantar a este local, pedimos pão de alho, pizza e massa. A comida é servida em grande quantidade (a massa dá para dois a vontade), ficamos todos bem por 8 a 9 euros por pessoa, ainda sobrou. O pão de alho podia ser melhorado,...
"
48,"Adorei as pizzas e o pão de alho, estava tudo 5 estrelas! Staff sempre impecável :) Achei barato para o serviço em questão o que é muito bom.
"
49,"Restaurante barulhento com ambiente descontraido.
As pizzas são boas mas não ótimas. Não gostei do pão de alho que é basicamente uma pizza só com queijo.
A sangria tinha muito refrigerante...
Os funcionários são rápidos e prestaveis.
Os preços são ajustados.
Cerca de 12 euros...
"
50,"Restaurante com um ambiente agradável e com um excelente serviço, e uma boa relação qualidade/preço. Não existem pontos negativos a apontar!
"
51,"Preço qualidade muito bom
Tanto as pizas como as pastas são de excelente qualidade. 
O atendimento é tambem excelente.
normalmente tem muita gente, mas tem muitos lugares, tanto no interior como na esplanada.
"
52,"Simpatia no atendimento. Boa relação  qualidade preço, mas não  é  a verdadeira  comida italiana. Contudo  é  boa.
"
53,"Para quem gosta de comida italina e de comer bem e a comida ser saborosa aconselho vivamente este local.
Os funcionários foram muito simpáticos e aconselho a irem cedo que é um espaço não muito grande e enche com facilidade... também é normal devido à...
"
54,"Comida deliciosa, de deixar água na boca! Voltarei com toda a certeza. 
O atendimento poderia ser melhor.
"
55,"As pizzas sem exceção são perfeitas, ementa variada. Ambiente descontraido e alegre. Meu lugar de eleição na região. Ótima relação custo x benefíco.
"
56,"Excelente pizzas e muito variadas. As massas são igualmente boas, destancando a de natas e fiambre.
Nos pratos de carne, destaco o fantástico bifinhos de frango grelhados. A dose é muito generosa e dá facilmente para 2 pessoas.
Quanto aos preços..são ótimos! Com cerca de...
"
57,"Tem umas pizzas optimas e uma lasanha divinal.Bastante acessivel e com uma ementa variada.
É um restaurante que as pessoas da zona frequentam regularmente
"
58,"Espaço muito agradavel com bom atendimento, boas pizzas e excelente preço. Espaço a repetir numa próxima oportunidade.
"
59,"Acho que convém separar as águas no que toca a este restaurante.
Podemos avaliá-lo pela sua comida de qualidade e pelos seus preços que saltam à vista por serem agradáveis.
No que toca ao ambiente e ao serviço, destaca-se o facto de qualquer pizza demorar...
"
60,"Uma bela pizza, um excelente pão de alho, um sumo de laranja natural do melhor funcionários simpáticos... Aconselho ☺️
"
61,"Restaurante simpatico para todas as idades. Pizzas excelentes , massas optimas e atenção cada dose da perfeitamente para duas pessoas. Preço muito em conta. Tem take away.
"
62,"É um restaurante simpático, com boas pizzas e a um preço muito acessível. Uma pizza dá perfeitamente para duas pessoas, e os pratos de massa dão para três.
Almoçámos durante a semana e o restaurante estava cheio (tivemos de esperar por mesa).
"
63,"Perto do IPB, pizzas e massas excelentes e com preços bastante acessíveis para quem é estudante...Teem Take away...
Recomendo o pão de alho com queijo...
"
64,"Grandes doses, com qualidade. 
Tem outro tipo de pratos, restaurante italiano com muitas massas, e uma grande selecção de pizzas!
"
65,"Gostei bastante da pizza e vi passar massas com um aspeto delicioso e cujo tamanho das doses dá perfeitamente para duas pessoas.
"
