,Avaliações
0,"Entradas alentejanas que não decepcionam, boa perdiz de escabeche, pratos de miminhos de Angus acompanhado por bom vinho e excelente atendimento. A repetir e a recomendar.
"
1,"Exmo. Sr. Luís R

Agradecemos a sua excelente avaliação, esperamos poder contar com a sua fidelização para futuras experiencias na Herdade dos Grous.

Com os melhores cumprimentos

Aurélio Picareta
Diretor
"
2,"Serviço 5* e comida muito boa, desde as entradas à sobremesa, simplesmente divinal. O vinho é excelente. O preço é elevado mas compensa a qualidade. Para um dia mais tarde voltar. Sítio calmo e tranquilo para um almoço relaxante.
"
3,"Agradecemos a sua excelente avaliação, na esperança de renovar as boas-vindas à Herdade dos Grous.

Cumprimentos

Aurélio Picareta
Diretor
"
4,"Espaco muito agradavel. Comida boa e saborosa. Ideal para grupos pelo espaco. Recomendo. Lista de vinhos a explorar.
"
5,"Exma. Ana Isabel,

Agradecemos a sua excelente avaliação, na esperança de renovar as boas-vindas à Herdade dos Grous.

Com os melhores cumprimentos

Aurélio Picareta
Diretor
"
6,"simpatia e disponibilidade na visita efetuada à produção de vinho restaurante com preços um pouco acima da média mas Boa comida
"
7,"Exmo. Sr. José Manuel,

Agradecemos a sua excelente avaliação, na esperança de renovar as boas-vindas à Herdade dos Grous.

Cumprimentos

Aurélio Picareta
Diretor
"
8,"Um almoço em que tivemos o gosto de convidar uns amigos ligados à área da restauração no Algarve, para conhecerem a herdade e claro disfrutarmos de uma boa refeição, aliada aos seus excelentes vinhos, mas a refeição foi muito decepcionante, começando pelo couvert alentejano, muito...
"
9,"fraco, sem nenhuma qualidade.
Os pratos pedidos também desapontaram, não saímos de lá com nenhum agrado em qualquer prato pedido. Apenas o vinho foi a escolha acertada. Pena, pois já é a 3ª vez que visito a herdade e saí de lá sem vontade de voltar ou recomendar o restaurante.
"
10,"Mais
"
11,"Agradecemos a sua avaliação, lamentamos a experiência que tiveram no nossos restaurante, esta não espelhe o que pretendemos e queremos alcançar.
Esperamos poder corresponder e superar as vossas expectativas numa próxima visita.

Cumprimentos

Aurélio Picareta
Diretor
"
12,"Colaboradores simpáticos, ao almoço muito bom, comemos presa com arroz de espargos e lombo de porco com mostarda e laranja. Ao jantar comemos bacalhau com puré de couve flor e vitela de leite com puré de batata doce e gengibre. Este prato não veio muito...
"
13,"quente. No geral as refeições foram boas. Total conhecimento de alimentação gluten free. As opções de sobremesa gluten free apenas uma que era basicamente fruta.
"
14,"Agradecemos a sua avaliação, esperamos poder aumentar a sua satisfação numa próxima visita.

Cumprimentos

Aurélio Picareta
Diretor
"
15,"Entrada parece comum,mas tem algo a mais:pães assados em azeite de oliva feito com a produçao da propriedade,muito saboroso!!Comemos um bacalhau também muito bom!Como crítica construtiva,tendo em vista que o restaurante é realmente muito bom,sugerimos que seja pensada a idéia de incluírem uma maior varidade...
"
16,"de pratos de bacalhau no menu.Mas,no mais  só temos elogios.
"
17,"Agradecemos sua excelente avaliação e esperamos recebê-lo na Herdade dos Grous numa próxima visita.

Com os melhores cumprimentos

Auréliuo Picareta
Diretor
"
18,"Sem dúvida o melhor Bacalhau que eu comi em Portugal, muito delicado e saboroso! O mousse de chocolate também estava incrível! Tudo perfeito, inclusive o atendimento, a vista agradável e o vinho elegante!
"
19,"Exma. Sra. Almeida,

Agradecemos a sua excelente avaliação, estamos ansiosos para recebê-la novamente na Herdade dos Grous

F.G.

Aurélio Picareta
"
20,"É com tristeza que escrevo este comentário pois o local merecia melhor gastronomia. Num domingo decidimos ir pelo caminho a fora e deslocarmos à herdade dos grous já não é a nossa primeira vez, o sítio é lindíssimo no entanto esquecemos sempre que a comida...
"
21,"não é nada de especial acho que já não íamos lá à uns 5 anos e pensamos que tinham melhorado, mas mais uma vez nos enganamos o restaurante merece cozinha tradicional da região bem confeccionada, pedimos uma salada de bacalhau qual o nosso espanto quando nos é servido um prato à esquerda do mesmo uma mistura de alface temperada com mel e sem sabor à direita o bacalhau que eram dois pastéis de bacalhau cru muido a saber a água do bacalhau com cheiro, reclamamos o funcionário ainda argumentou a dizer que nunca teve nenhuma reclamação eu propus que provasse o bacalhau cru sem tempero nenhum perante a arrogância do mesmo, depois veio o segundo prato presa no forno cozida a baixa temperatura com arroz de espargos,o arroz estava intragável sem sal, estava em papas cozido em água e sal, mais uma vez tivemos que reclamar eu já estava envergonhada com a situação o empregado prontificou - se para ajudar e a trazer outro acompanhamento, estava melhor, mas como fiquei algum tempo à espera da comida fiquei bastante nervosa e não consegui comer nada. O prato do meu marido também tinha uma mistura de legumes que estavam com muito mau aspecto uma espécie de ratatouille enfim talvez volte daqui a 5 anos para ver se ainda é o mesmo cozinheiro, há sugiro que façam um salteado ao bacalhau com azeite e alhos aromatizado com poejo ou hortelã da ribeira que tínham a decorar as mesas. A sobremesa estava muito boa alguma coisa estava boa. O vinho é muito bom consumimos em casa desde que a adega abriu pois já íamos lá comprar o vinho da herdade.
"
22,"Lamentamos que não tenha correspondido ás vossas expectativas.

Cumprimentos

Aurélio Picareta
Diretor
Herdade dos Grous
"
23,"Indescritível. Parece que eu estou trabalhando pra eles, porque quase que eu estou convidando pra você vir aqui conferir. Pedimos um menu Vinícula. Os Alentejana são incomparáveis, desafio para cozinha desse restaurante, na harmonização. As pilotos não traduzindo local, O Tesouro Perdido em Portugal.
"
24,"Exmo. Marcos de Noronha,

Agradecemos a sua avaliação e em nome de todos os colaboradores damos-lhe as boas vindas numa próxima visita.

Com os melhores cumprimentos

Aurélio Picareta
"
25,"Espaço fabuloso, paisagem deslumbrante ao por do sol. O vinho merece uma vénia assim como o couvert. O resto foi mau: carne seca (os lombos de porco com uma cobertura picante e intragável), legumes crus (numa tentativa “al dente”). Quando exprimimos a nossa opinião e...
"
26,"Exmo. Sr. Evandro,

Tomamos em consideração todas as avaliações e comentários, e lamentamos profundamente, este não é de todo o que a Herdade dos Grous tem para oferecer a quem nos visita.
Já tivemos uma reunião com a equipa de restaurante, o objetivo é continuar...
"
27,"Cozinha regional Alentejana, adaptada aos novos tempos, devendo realçar a qualidade de serviço que os funcionários colocam em cada detalhe.
"
28,"Caro Sr. Joaocurral 

Agradecemos a fabulosa avaliação e esperamos recebê-lo em breve

Sua equipe da Herdade dos Grous
"
29,"Tinhamos grande expetativa pelo restaurante, mas no fim um pouco desiludidos. A comida não é má mas não está de acordo com a qualidade que a herdade nos proporciona, muito menos com a qualidade dos vinhos
 Tem tudo para ser um local de referência no...
"
30,"Agradecemos o seu comentário, para podermos avaliar e melhorar o serviço prestado, seria de todo o interesse  perceber o que teria de ter um valor acrescido na sua refeição e quais as expectativas espectáveis.

Esperamos poder superar a sua visita numa próxima vinda à Herdade...
"
31,"A sala é bastante calma e agradável. Escolhemos o almoço vínico com diversos pratos e um vinho adaptado a cada um deles. A comida estava toda deliciosa. Aproveitámos também para fazer uma visita à adega antes de almoço que vale bem a pena.
"
32,"Exmo. Sr. Ricardo Marques,

Agradecemos a sua avaliação e esperamos poder contar com a sua visita num futuro próximo.

Com os melhores cumprimentos

Aurélio Picareta
Diretor R.
Herdade dos Grous
"
33,"Um Restaurante muito elegante, acolhedor com uma excelente vista campestre.
Serviço excelente, profissional e prestável. Comida com empratamento muito elegante e refinado muito ao estilo groumet, no entanto as doses são bem generosas.
"
34,"Agradecemos o seu comentário e avaliação, em nome de todos os colaboradores esperamos poder recebe-lo num futuro próximo.

Com os melhores cumprimentos

A sua equipa da Herdade dos Grous
"
35,"Espetacular 👌

Uma paisagem incrível, uma bela visita guiada as caves e um excelente jantar. Boa ementa, muito bem confecionado
"
36,"Exmo. pedron36

Obrigado pela sua avaliação. Esperamos recebê-lo novamente no futuro próximo.

Com os melhores cumprimentos

Aurélio Picareta
Diretor
Herdade dos Grous
"
37,"Restaurante agradável, confortável, com uma vista bonita. Staff muito simpático e acolhedor. A comida é bem confeccionada e as doses generosas. Gostamos muito de visitar a herdade!
"
38,"Exma. patp522

Obrigado pela sua avaliação. Esperamos recebê-la novamente no futuro próximo.

Com os melhores cumprimentos

Aurélio Picareta
Diretor
Herdade dos Grous
"
39,"A Herdade dos Grous é muito bonita e as instalações do restaurante acompanha o estilo chic rural.
O serviço foi muito cortes e profissional, tanto na ementa quanto nos vinhos.
As entradas e sobremesas estavam boas, mas infelizmente o prato principal de porco preto não...
"
40,"Exmo. luizotavio,

Agradecemos a sua avaliação, pretendemos melhorar o serviço gastronómico aquando a sua visita futura.

Com os melhores cumprimentos

Aurélio Picareta
Diretor
Herdade dos Grous
"
41,"A culinária é tradicional. Adoro culinária clássica com alguns toques finos. O sorvete de pétala de rosas, tem um sabor forte, para quem não tem costume, acha q está mastigando sabonete 😂😂. Super indico! O atum tem um sabor maravilhoso.
"
42,"Exmo. michellenN1809RW

Em nome de todos os colaboradores da Herdade dos Grous, agradecemos a sua excelente avaliação e esperamos poder recebe-lo num futuro nos eventos da herdade.

Com os melhores cumprimentos

Aurélio Picareta
Diretor
Herdade dos Grous
"
43,"Escolhemos a Herdade dos Grous para o nosso jantar de S. Valentim, o qual superou as nossas perspectivas. Já frequentamos a herdade e o seu restaurante em diversas ocasiões, nas quais achámos que existia espaço para melhorar. Ontem esteve tudo a 1000%. Desde da marcação,...
"
44,"Exmo. S. Valentim,

Em nome de todos os colaboradores da Herdade dos Grous, agradecemos a sua excelente avaliação e esperamos poder recebe-lo num futuro nos eventos da herdade dos Grous.

Com os melhores cumprimentos

Aurélio Picareta
Diretor
Herdade dos Grous
"
45,"Tudo muito bom entradas estupenda , o peixe estava ótimo a  carne estava deliciosa a sobremesa superior
"
46,"Agradecemos a sua excelente avaliação, esperamos poder contar com a sua fidelização.

Com os melhores cumprimentos

Aurélio Picareta
"
47,"Excelente apresentação de todos os nobres produtos do nosso Alentejo. Comida é atendimento 5 estrela
"
48,"Agradecemos a sua excelente avaliação e esperamos poder contar com uma próxima visita.

A sua equipa da Herdade dos Grous
"
49,"O restaurante tem um espaço é muito agradável com vista para a vinha e barragem existentes. Experimentámos os pratos de carne de vaca e borrego, estavam muito bem cozinhados e de extrema qualidade. Há um doce que serve como sobremesa que leva morango é 5*....
"
50,"Exmo. Sr. luisilva2015,

Agradecemos a sua excelente avaliação e esperamos poder surpreende-lo no futuro.
A nossa equipa da-lhe as boas vindas.

Com os melhores cumprimentos

Aurélio Picareta
"
51,"O lugar é muito bonito e os funcionários muito simpáticos.
Pedimos como entrada a degustação de azeites e a sopa de cenoura.
Fomos com duas amigas que não são vegetarianas que pediram o menu do dia. E estava tudo maravilhoso.
A única crítica fica para...
"
52,"Exma. Charize H,

Em nome de todos os colaboradores, agradecemos a sua excelente avaliação.
Iremos ter em consideração a sua observação e melhorar as espetativas de quem nos visita.

Esperamos poder recebe-la num futuro próximo

Com os melhores cumprimentos

A sua equipa da Herdade dos...
"
53,"Excelente cozinha, refinada, ambiente bonito e bem decorado, ótimos vinhos! Uma grata surpresa no Alentejo.
"
54,"Exmo. Sr. Sílvio, 

Agradecemos a sua excelente avaliação, em nome de todos os colaboradores desejamos-lhe uma excelente estada e fidelização na Herdade dos Grous.

Com os melhores cumprimentos

Aurélio Picareta
"
55,"Estávamos hospedados na Herdade. A comida é boa, pouca variedade, porém preço muito alto. Os vinhos da herdade são razoáveis mas nada espetacular[
"
56,"Exmo. Hospede,

Agradecemos a sua avaliação e esperamos que encontre a Herdade que satisfaça as suas expectativas.

Com os melhores cumprimentos

Aurélio Picareta
"
57,"Espaço muito familiar, vista sobre o campo maravilhosa, a comida excepcional. Óptimo para um passeio em família num óptimo ambiente campestre. Staff muito simpático e prestável, para além do óptima seleção de vinhos. Sem dúvida para repetir vezes sem conta
"
58,"Exma Sra. lilianac454

Em nome de todos os colaboradores da Herdade dos Grous, agradecemos a sua excelente avaliação e esperamos poder contar com uma próxima visita. Dedicamos sempre estes excelentes comentários a toda a equipa da Herdade, que em conjunto fazem-nos chegar à total satisfação...
"
59,"Fizemos uma refeição muito boa e agradável no almoço. Já o café da manhã servido aos hóspedes foi muito fraco, precisa melhorar.
"
60,"Caro hospede,

Em nome de toda a equipa da Herdade dos Grous, damos-lhe as boas vindas à Herdade e agradecemos a avaliação deixada no TripAdvisor.
As nossa refeições do café da manhã são completas e têm tudo o que em qualidade e qualidade se pode...
"
61,"Ficamos alojados perto da Herdade e decidimos fazer uma visita e jantar no restaurante. Sem palavras para descrever a qualidade desta experiência. A vista era divinal, com o pôr-do-sol mesmo em frente da nossa mesa. O vinho pedido, um Tinto de Colheita era suave, agradável...
"
62,"Exma. Sra. Patrícia,

Em nome de todos os colaboradores da Herdade dos Grous, agradecemos a sua excelente avaliação e esperamos poder contar com a sua fidelização.
dedicamo-nos inteiramente ao bem estar de quem nos visita, e queremos sempre atingir o mais alto nível de satisfação....
"
63,"Quem tem um tempo vago no roteiro, vale conhecer uma vinícola. É possível apreciar os vinhos no almoço do próprio restaurante. Há algumas opções (o cardápio não é tão extenso). Os pratos e as apresentações são incríveis! Há o passeio guiado, para conhecer todo o...
"
64,"Caro hospede, em nome de toda a equipa da Herdade dos Grous, damos-lhe as boas vindas à Herdade e agradecemos a excelente avaliação deixada no TripAdvisor.
Esperamos poder contar com a sua fidelidade e satisfação dos nossos serviços.

Com os melhores cumprimentos

Aurélio Picareta
"
65,"Fim de tarde muito sereno, sala muito acolhedora, com uma vista privilegiada sobre a herdade. 
Funcionários afáveis, atentos e despretensiosos.
As entradas, com a tiborna, tão saborosas!!!
Apenas dois pratos pedidos: carré de borrego (excelente) e nacos de vitela grelhados ( tenros, mas com um...
"
66,"Caro cliente, 
Em nome de toda a equipa da Herdade dos Grous, damos as boas vindas e agradecemos a excelente avaliação que nos deixou no TripAdvisor.
Esperamos poder contar com a sua fidelidade e satisfação, aproveitando numa próxima oportunidade experienciar e descobrir a elegância dos...
"
67,"Foi uma noite inesquecível jantar aqui. Local muito agradável já com o por do sol. Comida impecável e muito saborosa. Atendimento muito bom e para completar tomamos o vinho da Herdade que fez toda diferença. Foi divino.
"
68,"Exmo. Sr. Ulisses M,

Agradecemos a sua excelente avaliação e esperamos poder contar com a sua fidelização.

Em nome de toda a equipa da Herdade dos Grous, desejamos-lhe os melhores cumprimentos.

Aurélio Picareta
"
